"","genes","A","phase","offset","peak","R2","pvalue","qvalue"
"4080","MTHFD1L",0.117433753391589,22.4790600144528,4.1806618364631,7.52093998554719,0.146691447793226,0.00123159146445051,0.416827852998056
"6595","C1orf131",0.14234438679932,10.1546451133146,3.32750016151691,-4.15464511331459,0.146248474854279,0.00127732695649896,0.416827852998056
"3017","ELP4",0.166352082832224,10.9532791639593,4.47071811262782,-4.95327916395931,0.145565621879878,0.00132959609026884,0.416827852998056
"8583","FBXO40",0.207720236783187,3.31470795394897,3.01825420846407,2.68529204605103,0.145305823581495,0.00135573065715366,0.416827852998056
"1203","ADCYAP1R1",0.146832080532363,22.0716986738221,7.05408178866975,7.92830132617786,0.14501519228889,0.0013818652240386,0.416827852998056
"8383","NBPF10..includes.others.",0.22480135096521,21.9693380586239,3.1349439851431,8.03066194137606,0.144852914966874,0.00139493250748102,0.416827852998056
"13838","ALOX12P2",0.279550735070722,22.7875088487927,1.77943727994589,7.21249115120725,0.144787397634512,0.00140799979092343,0.416827852998056
"11525","SAPCD2",0.289990072759115,2.55686964406453,2.79631119292178,3.44313035593547,0.144387125725907,0.00145373528297199,0.418706293706303
"3531","KANSL3",0.130890665383098,1.20103688697999,5.64355963634308,4.79896311302001,0.144271315192155,0.00147986984985693,0.418706293706303
"4267","INHBA",0.274237481910498,14.9188121892569,1.85843579479264,15.0811878107431,0.144019164541228,0.00150600441674176,0.418706293706303
"11444","SHC4",0.232699365770666,11.7631661126329,3.998418135751,-5.7631661126329,0.143594029526572,0.00154520626706911,0.418706293706303
"13612","SELENOP",0.363296240517985,10.6366261612779,6.091295215946,-4.6366261612779,0.143410782776548,0.00156480719223284,0.418706293706303
"10564","NIM1K",0.148658804492955,2.33373545495947,4.64593501785143,3.66626454504053,0.142807855085766,0.00160400904256019,0.421097770154388
"809","KDM4A",0.0947072921494667,23.2380851999571,5.36809643722094,6.76191480004287,0.141351765067616,0.00174774916042708,0.447107438016528
"6035","GPAT3",0.232621271783019,15.9126032555731,2.44866503134745,14.0873967444269,0.141156809896658,0.0017673500855907,0.447107438016528
"12684","SAMD9",0.236251682996965,10.9781821752147,3.35581493571106,-4.97818217521469,0.140826194086468,0.00180001829419685,0.447240259740267
"4329","ATF1",0.17512248523627,12.378595913373,3.87659052045572,17.621404086627,0.139850802587236,0.0019241574869,0.469696969696958
"1399","OVGP1",0.253410781682812,23.4933945016783,1.80065179668314,6.50660549832174,0.139484572541371,0.00197642662066988,0.474137931034495
"12649","PCDHA5",0.227002238931199,0.390270878703736,2.42580151482103,5.60972912129626,0.139169810581426,0.00202216211271844,0.476887519260413
"400","CENPQ",0.288376921182313,11.6659673357818,3.16235771550719,-5.66596733578181,0.138732551930995,0.00209403217165183,0.485606060606059
"12860","LOC283922",0.264134896207507,22.4810745202164,2.52843900450595,7.51892547978362,0.137338832439683,0.00227697413984607,0.513929618768321
"5950","CENPO",0.140915706160188,23.6367316888176,2.5055332728033,6.36326831118236,0.137279848983812,0.00229004142328848,0.513929618768321
"12520","BMP2KL",0.443286691513058,23.0450519694823,1.25012417838754,6.95494803051773,0.136841549656534,0.00236191148222198,0.513986013986022
"6220","TLE3",0.187555652807422,22.9603200804227,4.37218784431018,7.03967991957732,0.136739220521466,0.00237497876566439,0.513986013986022
"11195","TMEM50A",0.128657470399728,11.7690981053827,6.08354043950537,-5.76909810538273,0.136640858019591,0.00240111333254933,0.513986013986022
"9853","PDE7B",0.176831820343665,15.2213109966722,5.80774228228686,14.7786890033278,0.13620866078381,0.00245991610804031,0.518595041322315
"10723","SNX18",0.131891139509915,10.2432546853928,5.08265988226444,-4.24325468539283,0.135993485263447,0.00249911795836766,0.518995929443695
"11520","CCDC84",0.157697984404546,23.9640690052174,4.23626804047949,6.03593099478257,0.135427056155086,0.00259058894246478,0.530080213903749
"11222","DNAH2",0.287897147607066,0.0146244390398075,1.70772736328437,5.98537556096019,0.134403827420225,0.00274086270205287,0.546060606060599
"2212","SGCG",0.22289501961394,3.80375441719757,1.03590229624944,2.19624558280243,0.134122129960032,0.00277353091065902,0.546060606060599
"9667","ALCAM",0.185918214781995,10.8543718111664,7.90316009996392,-4.85437181116639,0.134073548191994,0.00279313183582264,0.546060606060599
"12433","RUNDC1",0.121325002218339,22.1178716563755,4.94602383481209,7.88212834362446,0.133657011410574,0.00289113646164096,0.546060606060599
"1089","SEMA3C",0.21960319600354,11.3587378776954,5.93909857178948,-5.35873787769537,0.133276440247843,0.0029172710285259,0.546060606060599
"3850","RCAN3",0.206811192242773,8.97076230345925,2.13973945028445,-2.97076230345925,0.133154970610624,0.00293033831196832,0.546060606060599
"5270","SPG20",0.188064217355914,12.5688569007954,7.27083262262997,17.4311430992046,0.133088429093229,0.00294340559541073,0.546060606060599
"12923","NPEPL1",0.242633179327876,23.9245778233422,2.00634266008111,6.07542217665779,0.132719780636406,0.00300874201262302,0.550837320574168
"5191","RIDA",0.237399781050485,10.7321079898201,5.68925462919155,-4.73210798982013,0.131976053999587,0.0031459484887687,0.565592635212886
"7771","SFR1",0.225431264067387,10.8921933322101,2.79935754583866,-4.89219333221009,0.131710616327669,0.00320475126425968,0.565592635212886
"1880","TAB1",0.149519902746951,1.54186282841661,4.23697091348504,4.45813717158339,0.131678151752386,0.00321128490598088,0.565592635212886
"13059","MIAT",0.291312975988075,21.7727048126522,7.91967823468499,8.22729518734785,0.131069897080169,0.00332235681524173,0.566812705366926
"8119","SPATC1L",0.462521522936563,23.5568949260991,0.888820974348436,6.44310507390085,0.130970092732751,0.00334195774040535,0.566812705366926
"2871","WNT3",0.141630183220834,23.9169763329385,2.81668379059521,6.08302366706154,0.130857179804346,0.00336809230729018,0.566812705366926
"10906","SLC26A11",0.179463659316662,23.9722394513685,3.721968585537,6.02776054863154,0.130814885400404,0.00338115959073271,0.566812705366926
"10015","MANEA",0.247192688133603,12.1250752396768,4.69387858642314,17.8749247603232,0.130254961015169,0.00349223149999345,0.576679841897239
"11726","LINC00265",0.245352490851964,0.308510154883387,1.03051589998511,5.69148984511661,0.129859394553854,0.00358370248409057,0.576679841897239
"9797","PDGFD",0.223020071651204,12.9641078676027,3.26456352277131,17.0358921323973,0.129717215034794,0.00363597161786033,0.576679841897239
"7300","DLG5",0.252054878410449,23.4375709004855,4.18605453882223,6.56242909951453,0.129469046102757,0.00372090896023625,0.576679841897239
"10833","KCTD4",0.251860449151182,11.2289460867267,4.32362892573309,-5.22894608672668,0.129400170157033,0.00373397624367866,0.576679841897239
"9375","VASN",0.30398792737428,1.82850315134017,2.18717450426439,4.17149684865983,0.129282146882918,0.0037601108105636,0.576679841897239
"5962","DUSP5",0.290547336581956,21.6187794379223,1.60529659696992,8.38122056207769,0.129153032606039,0.00381891358605457,0.576679841897239
"13564","SBF1P1",0.445390714949642,22.5425878654501,0.993374325456727,7.45741213454994,0.128981791572757,0.00387118271982434,0.576679841897239
"7248","HNMT",0.201582724173815,12.2570479073366,5.12138473528769,17.7429520926634,0.128842787368632,0.0039169182118729,0.576679841897239
"13338","LOC101929653",0.357055974371539,21.4393647546666,1.28173221921986,8.56063524533337,0.128772297295775,0.00394305277875784,0.576679841897239
"4324","ATP7B",0.214575402614803,22.9978698260506,3.20557079564689,7.00213017394939,0.128612611865068,0.00401492283769123,0.576679841897239
"11855","ZKSCAN3",0.153615234835791,21.858877029867,2.25978623407678,8.14112297013301,0.128429632961201,0.00406065832973979,0.576679841897239
"13025","MKRN5P",0.400802570246204,22.4092789553416,2.04946486515031,7.59072104465845,0.128146200833587,0.00411946110523087,0.576679841897239
"5310","GIMAP6",0.290014694304573,10.2408434323514,3.48316547248036,-4.24084343235136,0.127723342066207,0.00420439844760667,0.576679841897239
"6168","SLAIN1",0.246231117613695,9.03496232666674,7.2939449261025,-3.03496232666674,0.12768506330807,0.00421093208932799,0.576679841897239
"6988","MFHAS1",0.138776390411811,23.6804483227302,5.02386283431597,6.31955167726976,0.127513148396384,0.00424360029793402,0.576679841897239
"6130","GLTP",0.225933541649445,9.54095557187436,4.92922553686267,-3.54095557187436,0.127471517351974,0.00426320122309776,0.576679841897239
"3688","ANGPTL1",0.285705070323097,10.095696128895,2.82427493232378,-4.09569612889504,0.127427571425668,0.00427626850654017,0.576679841897239
"13645","SMIM18",0.266269616527842,12.924786048494,2.39957676763516,17.075213951506,0.12740367334139,0.00428933578998258,0.576679841897239
"791","PRKCQ",0.208273673352924,9.19980551922156,3.87499762949841,-3.19980551922156,0.127365212128767,0.00430893671514632,0.576679841897239
"9471","TCTN2",0.134297275944918,23.0404838905666,3.42069948298311,6.95951610943344,0.127179029544719,0.00436773949063729,0.576679841897239
"1676","CDC6",0.182253458323114,15.8374534526883,2.25087080009528,14.1625465473117,0.126538277656689,0.00451801325022538,0.576679841897239
"5766","ZFP37",0.166996341413764,11.9646183042134,4.05209007752047,-5.96461830421335,0.126509403251035,0.00453761417538912,0.576679841897239
"9011","CMTM5",0.329806787260889,8.76626564407603,3.56947605526163,-2.76626564407603,0.126164785281492,0.0046094842343225,0.576679841897239
"4659","OMG",0.213170357856828,8.57702477206449,7.29155984053715,-2.57702477206449,0.126037395120724,0.00462255151776492,0.576679841897239
"11905","RYR1",0.239945916968274,21.7533606816622,4.85092438720425,8.24663931833781,0.125979986241458,0.00464868608464986,0.576679841897239
"12170","ZNF433",0.129003460252491,10.9267955053719,3.33705463007619,-4.92679550537193,0.125862060392191,0.004681354293256,0.576679841897239
"785","TMEM206",0.26815973521833,10.3561417031681,4.55062418572683,-4.35614170316808,0.125763483548721,0.00470095521841962,0.576679841897239
"13736","ZNF271P",0.148082771658338,12.7274561982682,6.06889690072376,17.2725438017318,0.125691048287792,0.00472055614358335,0.576679841897239
"1424","FOLH1",0.337582846908331,9.44679659012735,4.23707667868348,-3.44679659012735,0.12564813141555,0.00472708978530456,0.576679841897239
"3862","NSL1",0.143701859323413,11.5957740840151,5.40890269474695,-5.5957740840151,0.125629161022356,0.00473362342702577,0.576679841897239
"13485","DBNDD2",0.298369286211302,9.49340401482045,5.20646847943362,-3.49340401482046,0.125524778819431,0.00476629163563191,0.576679841897239
"10850","PRR26",0.464367650783351,21.9806403552494,1.10121873717928,8.01935964475058,0.125307255945619,0.00484469533628651,0.578477078477082
"758","ANKS1A",0.146819250077835,22.0282454856364,4.75872327302263,7.97175451436365,0.12525980262498,0.00486429626145024,0.578477078477082
"6593","HCN3",0.256629094900447,23.6390185742619,1.92739717537509,6.36098142573806,0.124936195232162,0.00494923360382615,0.583590138674891
"4150","ADRA1A",0.161936968032182,21.5949460591895,3.73247315399098,8.40505394081054,0.124729534929229,0.00502110366275954,0.587089381207027
"11427","PRKG1",0.166970455783214,14.9670256337686,5.00587753095258,15.0329743662314,0.124496246147748,0.00507337279652931,0.588257575757573
"4430","HIF3A",0.461655869668205,23.6204835859524,2.57768871507774,6.37951641404757,0.124090878955691,0.00519097834751137,0.590622471000809
"6031","PRKG2",0.162447042332646,13.9749500886375,4.11705507121393,16.0250499113625,0.123835118582172,0.00528244933160849,0.590622471000809
"1002","SREBF1",0.231905857266058,0.679258040562341,4.77093842633769,5.32074195943766,0.123803294859567,0.0052955166150509,0.590622471000809
"9912","METTL18",0.212437062189709,13.3367626449339,2.75475939488391,16.6632373550661,0.12368789636867,0.00533471846537825,0.590622471000809
"8819","DCAF13",0.121540410462096,11.8283637496519,4.77336184983873,-5.82836374965193,0.123613244784405,0.0053673866739844,0.590622471000809
"4246","PTGFR",0.268322194498855,13.5013390727521,1.79621378008174,16.4986609272479,0.123594813775221,0.0053739203157056,0.590622471000809
"5725","TANK",0.157321308570769,11.6128454833349,5.06563973370446,-5.61284548333488,0.123507963737507,0.00541965580775416,0.590622471000809
"8120","LSS",0.157243186830012,0.242165964389117,5.49942349973047,5.75783403561088,0.122933038568064,0.00561566505939082,0.590622471000809
"1741","PRTFDC1",0.176911988852654,10.3328619485584,4.59288487479352,-4.33286194855845,0.122624694725599,0.00570060240176673,0.590622471000809
"13859","LOC101929240",0.277068660596089,22.3689769170471,0.874518984976151,7.63102308295289,0.122327166462438,0.00579860702758506,0.590622471000809
"1113","SEC31B",0.261838310904264,22.780886070734,3.04397982799659,7.21911392926603,0.122105683401729,0.00587701072823965,0.590622471000809
"8297","ACOT11",0.275928771308789,22.1945295157509,4.63494726405497,7.80547048424915,0.121779926715603,0.00596194807061556,0.590622471000809
"12338","ZNF627",0.179988350850394,10.8218485501504,4.92001540503936,-4.8218485501504,0.121612728920204,0.00602075084610665,0.590622471000809
"8678","ANAPC10",0.146864132579254,11.6580848142573,4.01210916994225,-5.65808481425734,0.121215724715651,0.00609915454676124,0.590622471000809
"10771","DNHD1",0.261734306310776,23.0007251322873,3.72357873693252,6.99927486771272,0.12070177519667,0.00631476472356163,0.590622471000809
"9498","MAT2A",0.169374023177322,23.3405875004072,6.3706912734201,6.65941249959279,0.120639168240856,0.00633436564872525,0.590622471000809
"439","USP2",0.316686852199413,1.63539933679946,2.86243897707275,4.36460066320054,0.120461979468603,0.00638010114077381,0.590622471000809
"7928","CNNM4",0.193382882366471,0.265875721543169,3.14705157551479,5.73412427845683,0.120315850420481,0.00645850484142851,0.590622471000809
"5716","ACTL6A",0.17456708428413,11.7466739799303,2.95352705914283,-5.74667397993031,0.12031208371581,0.00646503848314972,0.590622471000809
"12531","C10orf128",0.263457673956381,12.3429454522258,2.07466725970997,17.6570545477742,0.120079575313568,0.00654997582552563,0.590622471000809
"3440","BCL6",0.19916669291367,21.7735265481808,4.41030494416378,8.22647345181919,0.119932716958665,0.00660877860101661,0.590622471000809
"10864","CHRM4",0.28255036146543,1.46092728184117,1.79677379424177,4.53907271815883,0.11956235748444,0.00671985051027746,0.590622471000809
"6000","SLC40A1",0.200649120623617,11.806129751664,4.17464172916275,-5.80612975166403,0.11951745112501,0.00675251871888349,0.590622471000809
"4337","PDE1B",0.133375852856058,0.515243719525829,5.91584835185256,5.48475628047417,0.11944088838766,0.00677865328576843,0.590622471000809
"137","DNAH9",0.124214219765006,23.561229038472,3.31146468360202,6.43877096152803,0.119342494682146,0.00679172056921085,0.590622471000809
"10264","SLC29A2",0.289699139846616,23.785453457227,0.900839391963191,6.214546542773,0.118846673051323,0.0069027924784717,0.590622471000809
"7396","LOC150776",0.294099911271051,22.7772469205152,2.74306052297483,7.22275307948475,0.118805407725787,0.00692239340363532,0.590622471000809
"8385","KIF26B",0.145368048905103,22.5180689399757,4.33985459220237,7.48193106002432,0.118719240141761,0.00698119617912629,0.590622471000809
"2039","HRH3",0.293028489488942,0.230110969387408,2.24889869656048,5.76988903061259,0.118647304976388,0.00702039802945364,0.590622471000809
"13670","PCDHGA3",0.285410235033172,22.0540687594287,1.83348778684176,7.94593124057135,0.118451890317135,0.00709880173010835,0.590622471000809
"3220","ASF1A",0.203983130384145,11.6249769538861,5.34323915450694,-5.62497695388605,0.118439467500996,0.00711186901355076,0.590622471000809
"10229","ZHX3",0.149792208533745,21.9103179117604,6.55464451371176,8.08968208823957,0.118200052079579,0.00725560913141765,0.590622471000809
"3945","LDAH",0.121421753296426,15.0902461434584,4.20044235028771,14.9097538565416,0.118024675133978,0.00734708011551477,0.590622471000809
"1882","MTMR3",0.0926623250816157,22.2584043033545,6.30045759537783,7.74159569664551,0.117823131884173,0.00739934924928454,0.590622471000809
"3645","RMDN2",0.154569836720293,13.6677281858852,4.04230857515237,16.3322718141148,0.117806354456068,0.00740588289100574,0.590622471000809
"12850","PLEKHM1P1",0.290187674274798,23.0029518752511,2.96788005473859,6.99704812474889,0.117731039217837,0.0074516183830543,0.590622471000809
"13440","LINC00901",0.392907372761461,20.9375745928025,0.875520666506901,9.0624254071975,0.11762805242913,0.00750388751682418,0.590622471000809
"1385","CAD",0.208086943739182,22.6975002285213,3.78128485769004,7.3024997714787,0.117415309048115,0.00757575757575757,0.590622471000809
"1818","PIK3IP1",0.157907945464158,3.98090038063184,5.75043482394751,2.01909961936816,0.117407849164398,0.00758882485919998,0.590622471000809
"13900","MIMT1",0.309090764467258,17.2051222468801,0.883457958740713,12.7948777531199,0.117079660471707,0.00771949769362446,0.590622471000809
"7738","CARNMT1",0.176321585252015,14.5699082450685,5.66962471991919,15.4300917549315,0.117016705623712,0.00772603133534566,0.590622471000809
"1281","EXD2",0.0890146866640699,15.2454517036874,5.34131284480457,14.7545482963126,0.116904380899683,0.00776523318567302,0.590622471000809
"10739","TCAIM",0.140886027512606,12.2282985042599,5.81918284830147,17.7717014957401,0.116904042775101,0.00777176682739422,0.590622471000809
"3739","MFN2",0.0943693100519535,23.0739095490887,7.16471361107818,6.92609045091127,0.116834384192141,0.00781096867772157,0.590622471000809
"1564","SLC9A1",0.346335270486377,23.9034949872788,2.68037300941484,6.09650501272122,0.116582435709704,0.00789590602009749,0.590622471000809
"9441","CHRM1",0.232310608375002,1.34189998867614,5.29089026148515,4.65810001132386,0.116121535881915,0.00809191527173414,0.590622471000809
"7065","ASTN2",0.144189885438191,0.138437306819824,5.25679210541816,5.86156269318018,0.116006274310098,0.00814418440550391,0.590622471000809
"8496","STK36",0.246266497960064,21.9088994945638,3.26750830837716,8.09110050543621,0.11577050477821,0.00824218903132223,0.590622471000809
"8667","FBXO8",0.145093236301645,11.1538153846955,4.32722034909561,-5.15381538469551,0.115724584074929,0.00826832359820717,0.590622471000809
"7054","PLPPR1",0.230173814791408,10.3647168045789,4.74309030284116,-4.36471680457887,0.115632994078176,0.00830752544853453,0.590622471000809
"4088","ARAP3",0.259409168830953,23.8227685973347,1.6537284750574,6.1772314026653,0.115486015004407,0.00837286186574671,0.590622471000809
"10891","ZNF572",0.204021310862609,10.5968163274916,2.51844654727276,-4.5968163274916,0.115458575920275,0.00837939550746791,0.590622471000809
"9397","BMI1",0.130630680636074,11.8966789508362,6.83625805693541,-5.89667895083618,0.115335669142402,0.0084447319246802,0.590622471000809
"10257","TRAM1L1",0.176107056172222,11.6421889326058,3.95642621831274,-5.64218893260585,0.115145009083758,0.00851006834189239,0.590622471000809
"10866","SMG1P3",0.25391701197567,23.8738371072421,4.01889377845045,6.12616289275789,0.115072138561178,0.0085231356253348,0.590622471000809
"6313","NOB1",0.127003324055195,1.23992427686958,2.50286333960822,4.76007572313042,0.114786573267615,0.0086015393259895,0.590622471000809
"4613","MCF2L",0.128595732341353,23.37127654145,7.30904950649415,6.62872345854999,0.114722389599564,0.00862767389287444,0.590622471000809
"5881","SLC37A4",0.154619329289711,23.2990201419772,2.70704082986728,6.70097985802277,0.114686130602996,0.00864727481803806,0.590622471000809
"9095","MAPK7",0.251835802226038,22.8780779788764,0.976498309087374,7.12192202112363,0.114107912652333,0.00886941863655966,0.590622471000809
"13367","LOC101928524",0.226353306140581,21.2035725662096,2.18924134425327,8.79642743379038,0.114102936121352,0.00887595227828086,0.590622471000809
"984","CPSF1",0.256775371502186,23.0443521984318,4.20593639502664,6.95564780156825,0.113949912998981,0.00892168777032942,0.590622471000809
"10863","TMEM64",0.18169004311073,12.3241732911535,5.24795909958687,17.6758267088465,0.113904606865194,0.00894782233721436,0.590622471000809
"158","CAMK1G",0.22565334627569,21.8246081993591,4.8415857978614,8.1753918006409,0.113553252397474,0.00908502881336004,0.590622471000809
"4948","PXDN",0.271395266708174,23.3494940683296,2.46607773490232,6.65050593167043,0.113485843575696,0.00912423066368728,0.590622471000809
"9008","SPRED1",0.19129920716054,15.6588984393056,8.01024207472314,14.3411015606944,0.113089659286113,0.0092875717067179,0.590622471000809
"5187","KDM6B",0.344957602301024,23.1410396993632,1.65100068113352,6.8589603006368,0.112643668002418,0.00953585009212432,0.590622471000809
"7879","TMEM164",0.115155223666287,21.4831592316303,4.3786810893863,8.51684076836972,0.112587172844016,0.00956851830073047,0.590622471000809
"5423","CABLES1",0.203274796889607,0.357436735639786,4.99963482795666,5.64256326436021,0.112558863409811,0.00959465286761541,0.590622471000809
"2986","WFS1",0.21625503745165,23.1714927688307,5.03386698473187,6.82850723116929,0.112470118535213,0.00962078743450023,0.590622471000809
"10801","BBS10",0.163917910037996,12.2400790741408,5.70345636245751,17.7599209258592,0.112277084114864,0.00972532570203977,0.590622471000809
"9063","DCHS1",0.244500885374602,22.5322495028523,4.19733132765133,7.46775049714769,0.112218178072903,0.00975799391064591,0.590622471000809
"12532","AGAP6..includes.others..1",0.348382307534784,22.7412695057485,2.59173324842342,7.2587304942515,0.112210149719189,0.00976452755236712,0.590622471000809
"8624","AIMP1",0.161228374742947,11.4373796298002,5.29697984051452,-5.4373796298002,0.112149793285632,0.00981026304441568,0.590622471000809
"13863","STRADA",0.197058180249692,23.0587085885613,2.83517583437017,6.94129141143874,0.112077899761143,0.00986906581990665,0.590622471000809
"11478","NPIPB5..includes.others..1",0.377608818755004,22.028285176471,2.05693201730578,7.97171482352897,0.111875814002927,0.0099801377291675,0.590622471000809
"3054","ARHGEF17",0.190506488115886,0.195971702224668,5.87505613046098,5.80402829777533,0.111418493616822,0.0101826806225254,0.590622471000809
"7007","RGS20",0.206290504645262,12.3851765691803,4.28117015074486,17.6148234308197,0.11140626499115,0.0101892142642466,0.590622471000809
"7172","GLB1L2",0.214291891664854,22.9996478498211,2.19920632564201,7.0003521501789,0.111371926986947,0.0102088151894103,0.590622471000809
"5070","GFPT2",0.153372336470683,22.204946451757,3.53576393808912,7.79505354824301,0.111331958216673,0.0102218824728527,0.590622471000809
"4919","NCAN",0.242393630539349,23.1957984044212,6.60262405412554,6.80420159557879,0.111181337389806,0.0102937525317862,0.590622471000809
"12300","ZNF442",0.203767697883177,10.5998732817239,2.59555066371183,-4.59987328172387,0.110859082694927,0.0104636272165379,0.590622471000809
"9803","TSNARE1",0.173789153448859,0.596832435759158,3.68862396118956,5.40316756424084,0.11084760480049,0.0104766944999805,0.590622471000809
"2182","KLHL4",0.188110968495539,11.3273738625013,5.31517907921509,-5.32737386250127,0.110834784508392,0.0104962954251441,0.590622471000809
"793","ASB1",0.0877679226633765,22.4260849180561,5.99393666097411,7.57391508194393,0.110636429240879,0.0105943000509624,0.590622471000809
"4203","TNFSF10",0.352579763761797,10.1051219976981,3.40039192739698,-4.10512199769806,0.110471100165504,0.0106988383185019,0.590622471000809
"6369","NARF",0.106189764358214,0.23022242154414,4.69812114072907,5.76977757845586,0.11040444395018,0.0107511074522717,0.590622471000809
