"","R2gainPvalue","R2losePvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"DEDD",0.200818011943497,0.799181988056503,0.543416049237524,0.145595672115724,0.373084009565251
"LINC01128",0.200824545585218,0.799175454414782,0.319566950226717,0.794111882080834,0.307094228180903
"SNX27",0.200916016569315,0.799083983430685,0.508715878056111,0.399806604205052,0.585852052216865
"DAB2",0.200948684777921,0.799051315222079,0.549054582042939,0.313582134410078,0.980647353221739
"SNCAIP",0.200961752061364,0.799038247938636,0.481183111842879,0.932043592457564,0.857109255556862
"KIAA1462",0.201438707907013,0.798561292092987,0.340056450664471,0.545794294824049,0.362466841768265
"CYTH4",0.201458308832177,0.798541691167823,0.0435271211467848,0.379852862388438,0.0225279966547755
"STUM",0.201510577965947,0.798489422034053,0.116684307499314,0.841951206763626,0.030590510538764
"ANKRD20A8P",0.201562847099716,0.798437152900284,0.16406627726162,0.903191030616645,0.0608674062749095
"OTUB2",0.201863394618893,0.798136605381107,0.314418440550394,0.664530165823827,0.294817515386726
"LAP3",0.202248879480445,0.797751120519555,0.50443634272871,0.829935839638298,0.92037450834346
"XPA",0.202281547689051,0.797718452310949,0.415408940635331,0.225691585976191,0.350379604584003
"METTL18",0.202353417747984,0.797646582252016,0.262822271877899,0.947462986919649,0.818933186979759
"IER3IP1",0.202457956015524,0.797542043984476,0.254602950592601,0.498118311184288,0.850836959504489
"EXOSC10",0.202477556940688,0.797522443059312,0.872946803089106,0.966299476001934,0.212983652828413
"HTRA2",0.20259516249167,0.79740483750833,0.255635265984554,0.24005906412116,0.865406980542815
"ATXN7L3B",0.202634364341997,0.797365635658003,0.659015772211115,0.412592941053484,0.613038535418872
"TENM3",0.202738902609537,0.797261097390463,0.34421838044089,0.821030485972271,0.637271812562886
"GLIS3",0.202765037176421,0.797234962823579,0.981816875089838,0.610536150639644,0.180308910580579
"RCAN3",0.202889176369125,0.797110823630875,0.699191135154913,0.808812575953585,0.580448730513414
"PSMF1",0.202961046428058,0.797038953571942,0.744724084310113,0.761620081801194,0.85864466136135
"G2E3",0.203124387471089,0.796875612528911,0.384753093679355,0.714617063258719,0.774118938413893
"R3HCC1L",0.203189723888301,0.796810276111699,0.575424360029793,0.916879010022606,0.421217348125498
"MSMO1",0.203202791171743,0.796797208828257,0.204333111189515,0.520724711539718,0.194271302938832
"KRBOX4",0.203385733139938,0.796614266860062,0.306813281586891,0.834868739137821,0.405314464176042
"AP4B1",0.203457603198871,0.796542396801129,0.617069792360866,0.735674990526219,0.385654736236884
"IDH2",0.203627477883623,0.796372522116377,0.6989101885609,0.7138722281025,0.429462803977681
"JAKMIP1",0.203908424477635,0.796091575522365,0.719033805062266,0.690605929933226,0.886419172318267
"MCEE",0.204019496386896,0.795980503613104,0.377095665582082,0.572490754896964,0.70596652161982
"CACNA1E",0.204045630953781,0.795954369046219,0.380421289218184,0.809590079318411,0.262332248748808
"CXorf40A.CXorf40B.1",0.204117501012714,0.795882498987286,0.211108497654423,0.705685575025808,0.251760816443869
"CSMD1",0.204222039280254,0.795777960719746,0.232499640649705,0.900401165601683,0.38413893135756
"ACSL5",0.204241640205418,0.795758359794582,0.348785396004025,0.991734943222653,0.700615469050139
"HELLS",0.204293909339187,0.795706090660813,0.180583323532871,0.62179361532531,0.0733074601121173
"ZIC1",0.204365779398121,0.795634220601879,0.42993975982333,0.583232061886654,0.525762149306781
"AKAP6",0.204418048531891,0.795581951468109,0.412893488572661,0.869431703843088,0.552537013080351
"SPACA6",0.20447031766566,0.79552968233434,0.745194506514041,0.841291308949782,0.906882538189136
"EIF2AK4",0.204489918590824,0.795510081409176,0.463143727050583,0.348373776575588,0.592738510591033
"SAP30",0.20452258679943,0.79547741320057,0.154853842434696,0.430462451161028,0.645621806682609
"BAMBI",0.204901538019261,0.795098461980739,0.967691141688554,0.840278594482993,0.54376886589047
"MED14",0.20494727351131,0.79505272648869,0.288623623035007,0.900244358200374,0.142119774720033
"RPS11",0.204960340794752,0.795039659205248,0.307401309341801,0.429972428031936,0.820259516249167
"WDR7",0.20511061455434,0.79488938544566,0.503103479817581,0.787421432958302,0.647385889947339
"TFEC",0.205254354672207,0.794745645327793,0.233682229801247,0.982444104695075,0.092790779724803
"FYB",0.205280489239092,0.794719510760908,0.0251218524181008,0.606576763756583,0.0849961451513844
"RSRP1",0.205319691089419,0.794680308910581,0.567087433193513,0.9279600663818,0.551432827629464
"NOL8",0.205404628431795,0.794595371568205,0.418721496987991,0.535529943680008,0.239934924928457
"SNHG19",0.205469964849008,0.794530035150992,0.183647601500124,0.621244789420727,0.355096893906726
"DNAJB11",0.20558757039999,0.79441242960001,0.605152429861356,0.691631711683458,0.29969814575248
"ZNF527",0.205881584277445,0.794118415722555,0.58802122126831,0.513687979405961,0.838625583127524
"ERICH3",0.205959987978099,0.794040012021901,0.316424268558809,0.850647483894573,0.152436394997844
"FAM217B",0.206012257111869,0.793987742888131,0.263593241601004,0.574699125798738,0.615495184706051
"SELENOH",0.206077593529081,0.793922406470919,0.313079043997543,0.354698341761731,0.427156428450089
"UQCR10",0.206142929946293,0.793857070053707,0.199798763834986,0.503854848615521,0.336136265631738
"PLCB1",0.206162530871457,0.793837469128543,0.307512381251062,0.352150221490454,0.495648594613666
"VHL",0.206273602780718,0.793726397219282,0.490460883087015,0.894736498229383,0.622564585048414
"FLJ37453",0.206319338272766,0.793680661727234,0.568054412168254,0.632103701961399,0.778084858938675
"NDUFA1",0.206358540123094,0.793641459876906,0.204228572921975,0.537542305330145,0.115096632561057
"ATP6V0A2",0.206384674689979,0.793615325310021,0.701040155762019,0.356880578096619,0.441092686241457
"PIGCP1",0.206463078390633,0.793536921609367,0.176395259189567,0.968488245978544,0.65599722973591
"CD8A",0.206482679315797,0.793517320684203,0.354247520482967,0.844577730735557,0.223254537614175
"ATG101",0.206502280240961,0.793497719759039,0.290871195787108,0.587139179635946,0.240849634769428
"SEC11A",0.206508813882682,0.793491186117318,0.526003894050466,0.947874606348086,0.786911808904047
"LONRF1",0.206567616658173,0.793432383341827,0.543781933173912,0.895494400669045,0.560018032851151
"B3GALNT1",0.2066068185085,0.7933931814915,0.341461183634534,0.699165000588028,0.468403308636168
"PPIB",0.206776693193252,0.793223306806748,0.518287663177702,0.91395847217322,0.350797757654161
"GSTZ1",0.206913899669398,0.793086100330602,0.253975720987364,0.205489565774171,0.298123538097665
"INTS6L",0.206959635161446,0.793040364838554,0.364923491055445,0.99310700798411,0.0592535967697675
"PIK3R1",0.206992303370052,0.793007696629948,0.461164033609053,0.458609379696055,0.625445921047473
"GFPT1",0.207136043487919,0.792863956512081,0.364832020071347,0.0542161590027049,0.870620826636351
"CDH8",0.207181778979968,0.792818221020032,0.511015719941981,0.501169521868099,0.207926614136187
"MAATS1",0.207188312621689,0.792811687378311,0.538901302808159,0.53243953114587,0.0641930299110118
"PSMB2",0.207240581755459,0.792759418244541,0.650299894155004,0.111274452154142,0.678590562807898
"RILPL2",0.207253649038901,0.792746350961099,0.58005671201014,0.722555437950005,0.128778078325297
"ATP5I",0.207273249964065,0.792726750035935,0.104675474015707,0.134233669162518,0.0549871287258092
"FKBP1A",0.207318985456113,0.792681014543887,0.410711252237772,0.464986214015968,0.213813425327009
"GSK3B",0.207345120022998,0.792654879977002,0.33609706378141,0.825924183621467,0.963672952030002
"CNTN3",0.207377788231605,0.792622211768395,0.156428450089511,0.46328746716845,0.949547218628719
"MT1E",0.207541129274635,0.792458870725365,0.027330223319874,0.976008467599671,0.816241326590615
"PIGH",0.20756726384152,0.79243273615848,0.520130150143087,0.8051537365897,0.966227605943001
"ATP8B4",0.207612999333569,0.792387000666431,0.438139480183465,0.96211141165863,0.577247246070014
"KLHL11",0.208096488820939,0.791903511179061,0.467103113933644,0.747912501470069,0.486240150535105
"PHPT1",0.208201027088479,0.791798972911521,0.297927528846028,0.018346465953193,0.306081513714114
"GPR158",0.208266363505691,0.791733636494309,0.414219817842069,0.0738562860167,0.706521881166124
"CEP41",0.208364368131509,0.791635631868491,0.394697296379056,0.638624276399179,0.336476015001241
"LRRC43",0.20837090177323,0.79162909822677,0.22931775713147,0.503279888144054,0.558345420570518
"DIABLO",0.208455839115606,0.791544160884394,0.539038509284305,0.607478406314111,0.985612920929868
"STX17",0.208495040965934,0.791504959034066,0.599422426071844,0.805271342140682,0.604074378977354
"XIAP",0.208697583859291,0.791302416140709,0.372280371633541,0.598664523632182,0.768617612084624
"WDR49",0.208756386634782,0.791243613365218,0.472643642113241,0.943732277496831,0.286787669711344
"RBBP6",0.208854391260601,0.791145608739399,0.279247847165053,0.983090935225476,0.2840958093222
"IL1R1",0.208887059469207,0.791112940530793,0.484953023116024,0.720948162086584,0.728324643589844
"PEA15",0.208932794961255,0.791067205038745,0.516824127432148,0.445065140407961,0.703117853829367
"ADARB1",0.209004665020189,0.790995334979811,0.545624420139297,0.761430606191279,0.73493015537
"CATSPERE",0.209037333228795,0.790962666771205,0.274393351366184,0.791021469546696,0.385844211846799
"FPR1",0.209148405138056,0.790851594861944,0.0382348713525945,0.525644543755799,0.0461536451187162
"PSD3",0.209213741555268,0.790786258444732,0.401707893945928,0.744332065806839,0.980738824205836
"JOSD1",0.209252943405595,0.790747056594405,0.655396134697558,0.97359755380454,0.786996746246423
"UBA5",0.209266010689038,0.790733989310962,0.412370797234963,0.571674049681812,0.773367569615953
"NDUFA7",0.209448952657232,0.790551047342768,0.818332091941406,0.452696433938349,0.257445084741333
"YIPF4",0.209488154507559,0.790511845492441,0.344656134436212,0.495792334731533,0.995818469298418
"AFF4",0.209494688149281,0.790505311850719,0.270773713852627,0.832693036444654,0.52923151306075
"SIX4",0.209501221791002,0.790498778208998,0.515556600938231,0.757399349249285,0.243783239902257
"C6orf106",0.209579625491657,0.790420374508343,0.597096449619089,0.766108693663674,0.626249558979184
"WWOX",0.209723365609523,0.790276634390477,0.589857174591974,0.723221869405569,0.594829275941824
"GATC",0.209729899251245,0.790270100748755,0.273798789969553,0.580291923112104,0.737772289518732
"KCNMA1",0.209808302951899,0.790191697048101,0.448514903236766,0.837456061259425,0.761535144458818
"NUP153",0.209952043069766,0.790047956930234,0.527565434421838,0.271610019992944,0.83224874880761
"PAXIP1.AS2",0.209984711278372,0.790015288721628,0.538287140486364,0.783462046075241,0.866060344714937
"INO80E",0.210063114979027,0.789936885020973,0.384165065924445,0.556235054294563,0.628967553935212
"FANCI",0.210226456022058,0.789773543977942,0.408992904465091,0.698367896298039,0.141126661178408
"HDAC1",0.210357128856482,0.789642871143518,0.683111842878984,0.421955649639996,0.174585440432788
"SLIT3",0.210363662498203,0.789636337501797,0.195231748271852,0.709037333228795,0.739823853019196
"MED11",0.210389797065088,0.789610202934912,0.542141989101886,0.487997700158114,0.873338821592379
"SNHG15",0.21061194088361,0.78938805911639,0.244534608700197,0.220399336182001,0.315084872005959
"NABP1",0.210683810942543,0.789316189057457,0.374580213519411,0.554673513923191,0.953944359507102
"CDC42SE1",0.210729546434592,0.789270453565408,0.495119369634247,0.237484809282998,0.784213414873182
"COX10",0.210866752910737,0.789133247089263,0.518359533236635,0.476550759862532,0.676075110745227
"RNMT",0.210938622969671,0.789061377030329,0.416839808172279,0.0669110248670404,0.985593320004704
"NDUFA8",0.210958223894835,0.789041776105165,0.491316790152495,0.0189867628418728,0.443451330902819
"ZBTB9",0.210971291178277,0.789028708821723,0.458740052530479,0.762325715107086,0.919074313640937
"MRPS11",0.210997425745162,0.789002574254838,0.379924732447371,0.869915193330459,0.369745318645707
"ZC3H12B",0.211030093953768,0.788969906046232,0.210938622969671,0.895246122283638,0.30306950488063
"ARIH2",0.211376376964993,0.788623623035007,0.601820272583533,0.21355207965816,0.630973381943628
"RPL7L1",0.211395977890156,0.788604022109844,0.489408966769898,0.191788519084767,0.59234649208776
"PCLO",0.211474381590811,0.788525618409189,0.199040861395325,0.974512263645511,0.896023625648464
"PPP1R1A",0.211507049799417,0.788492950200583,0.799665477543873,0.973166333450939,0.421766174030081
"TDG",0.211781462751709,0.788218537248291,0.318390894716897,0.59758647274818,0.650228024096071
"THRAP3",0.211820664602036,0.788179335397964,0.500882041632365,0.671684503508566,0.741274321481307
"UGGT2",0.211892534660969,0.788107465339031,0.542364132920407,0.870640427561514,0.456348739660512
"ANKRD18EP",0.212010140211951,0.787989859788049,0.212010140211951,0.604766944999804,0.124864426934285
"ATAD2",0.21216041397154,0.78783958602846,0.427221764867302,0.160962797444039,0.311360696224862
"HINFP",0.212193082180146,0.787806917819854,0.639369111555399,0.733231408522482,0.920354907418297
"MEF2C.AS1",0.212395625073504,0.787604374926496,0.516797992865263,0.551922850758556,0.688319155330798
"COQ2",0.212434826923831,0.787565173076169,0.705149816404668,0.739974126778784,0.420126229958054
"DUSP19",0.212454427848994,0.787545572151006,0.336926836280006,0.863780103754231,0.852640244619546
"TRIM65",0.212474028774158,0.787525971225842,0.60426385458727,0.703202791171743,0.757549623008873
"TRIM9",0.212480562415879,0.787519437584121,0.288741228585989,0.952363218210566,0.632561056881885
"CACNG3",0.212872580919153,0.787127419080847,0.290635984685144,0.994132789734342,0.477563474329322
"CAPRIN2",0.212977119186692,0.787022880813308,0.588831392841742,0.932945235015093,0.134638754949234
"SYT1",0.213101258379396,0.786898741620604,0.503534700171181,0.755661400551439,0.54296522795876
"MEIOC",0.213114325662838,0.786885674337162,0.261770355560782,0.881780286696199,0.734453199524351
"NTRK2",0.213225397572099,0.786774602427901,0.816006115488651,0.118435323480602,0.747657689442942
"TMEM150A",0.21323193121382,0.78676806878618,0.381780286696199,0.528754557215101,0.163327975747122
"MRPS23",0.213356070406523,0.786643929593477,0.172174526637657,0.397238883008611,0.366158349340756
"EXOSC7",0.213467142315784,0.786532857684216,0.631149790270101,0.412364263593242,0.795470879558849
"EIF4E2",0.213486743240948,0.786513256759052,0.610274804970795,0.384975237497877,0.990552354071112
"CECR6",0.213512877807833,0.786487122192167,0.0677015955153083,0.808760306819815,0.276373044807715
"NCKAP1L",0.213898362669385,0.786101637330615,0.0250042468671188,0.566538607288931,0.0162491669606806
"SUGT1P3",0.213963699086597,0.786036300913403,0.509532583271264,0.241881950161381,0.464907810315314
"COX7B",0.214251179322331,0.785748820677669,0.36057208566911,0.732499640649705,0.474897748507063
"USP24",0.214257712964052,0.785742287035948,0.992414441961661,0.664288421080142,0.357703816953494
"GM2A",0.214649731467325,0.785350268532675,0.720039985887334,0.918407882185373,0.686051981653534
"PTPRQ",0.214702000601095,0.785297999398905,0.339873508696277,0.69917806787147,0.975982333032786
"HIST1H4J",0.214715067884538,0.785284932115462,0.034197080768879,0.634174866387027,0.0097481934480641
"OXA1L",0.214858808002404,0.785141191997596,0.614201523645249,0.881551609235956,0.91983874972232
"ITPA",0.214871875285847,0.785128124714153,0.23792256327832,0.501933957949482,0.961346975577247
"PPIE",0.21499601447855,0.78500398552145,0.378918551622303,0.704476851307382,0.499856259882133
"CTNNA3",0.215113620029532,0.784886379970468,0.18341239039816,0.791243613365218,0.00461928469690431
"EIF4G3",0.215133220954696,0.784866779045304,0.425202869575444,0.874096724032041,0.538816365465783
"ZNF217",0.215244292863957,0.784755707136043,0.230049525004247,0.011067989075751,0.278150195355887
"ICE1",0.21526389378912,0.78473610621088,0.373730840095652,0.241411527957453,0.656036431586237
"CDH13",0.215492571249363,0.784507428750637,0.641518679681681,0.621140251153188,0.800567120101402
"MEIS1",0.21558404223346,0.78441595776654,0.651195003070812,0.851307381708417,0.964652998288186
"ZNFX1",0.215629777725509,0.784370222274491,0.913494583611013,0.865616057077894,0.33951415840161
"NTM",0.215780051485097,0.784219948514903,0.564251832686503,0.686744547675984,0.397951049956225
"IL27RA",0.21585192154403,0.78414807845597,0.557247768761352,0.814784324486783,0.559011852026082
"EHBP1",0.21600872894534,0.78399127105466,0.351078704248174,0.0297672716818901,0.757980843362473
"GRIA1",0.216178603630091,0.783821396369909,0.491538933971017,0.809577012034968,0.751715080951821
"BPNT1",0.216328877389679,0.783671122610321,0.494047852391966,0.838919597004979,0.7881597344728
"ZMYM5",0.216374612881728,0.783625387118272,0.424784716505286,0.82150744181792,0.463901629490245
"FAM87A",0.21654448756648,0.78345551243352,0.520430697662263,0.696283664588969,0.0990761430606192
"JPH1",0.216747030459838,0.783252969540162,0.308864845087355,0.775634743293217,0.461706325871915
"PUS7",0.216851568727377,0.783148431272623,0.776634390476564,0.675258405530074,0.803958080154717
"EDN1",0.217093313471063,0.782906686528937,0.113273746520836,0.910123224482862,0.766611784076208
"DCN",0.217112914396226,0.782887085603774,0.293301710507403,0.803350451474643,0.461183634534217
"ZNF599",0.217263188155814,0.782736811844186,0.778509545650555,0.596815503025076,0.529198844852144
"RPL18",0.217393860990239,0.782606139009761,0.138957492126962,0.227468736524364,0.643988396252303
"SATB2.AS1",0.217419995557124,0.782580004442876,0.500045735492049,0.228285441739517,0.890731375854274
"KCNK10",0.217700942151136,0.782299057848864,0.88926784010872,0.985482248095443,0.163484783148431
"IRAK3",0.21777281221007,0.78222718778993,0.664876448835052,0.841154102473637,0.495367648019653
"SNRPF",0.217825081343839,0.782174918656161,0.27522312386478,0.578338364237459,0.805715629777725
"NLRC3",0.21798842238687,0.78201157761313,0.344603865302442,0.488259045826963,0.992100827159042
"GATAD1",0.218008023312034,0.781991976687966,0.555248474394658,0.59143831588851,0.290629451043423
"ERAP1",0.218014556953755,0.781985443046245,0.550491983221608,0.574574986606034,0.427195630300417
"MAN2A1",0.218079893370967,0.781920106629033,0.400773583179793,0.758046179779686,0.096547623714506
"PPM1E",0.218151763429901,0.781848236570099,0.428554627778431,0.430730330471598,0.574169900819319
"KCNQ5",0.218171364355064,0.781828635644936,0.249957531328812,0.95917127288408,0.700680805467351
"XYLB",0.218177897996785,0.781822102003215,0.383269957008638,0.841604923752401,0.855109961190168
"PCDHB4",0.218262835339161,0.781737164660839,0.23059835090883,0.214336116664707,0.948279692134802
"ANKH",0.21830857083121,0.78169142916879,0.693382727664746,0.807388242058358,0.500620695963516
"CA10",0.218752858468253,0.781247141531747,0.571726318815581,0.955205352359298,0.0956394475152561
"MTFR1",0.218837795810629,0.781162204189371,0.605002156101768,0.876742848929136,0.25956851830073
"VAT1L",0.218935800436447,0.781064199563553,0.785304533040626,0.957296117710089,0.1934611313654
"MYO5A",0.219242881597345,0.780757118402655,0.336796163445581,0.789231251715081,0.892554261894495
"EMSY",0.219262482522508,0.780737517477492,0.594352320096175,0.719922380336352,0.228213571680583
"TMEM106C",0.219510760907915,0.780489239092085,0.463267866243287,0.657434630914579,0.707044572503822
"RGS3",0.219556496399963,0.780443503600037,0.48327387719367,0.637644230140996,0.579220405869824
"ST18",0.219739438368158,0.780260561631842,0.316809753420361,0.742012622995805,0.00497210134985038
"YPEL4",0.22007265409594,0.77992734590406,0.306421263083618,0.00346936375396922,0.862159760607367
"LHFPL2",0.220111855946267,0.779888144053733,0.503417094620199,0.113280280162557,0.9979680374247
"SSFA2",0.220275196989298,0.779724803010702,0.564846394083134,0.698740313876148,0.152599736040875
"FOXK2",0.220373201615116,0.779626798384884,0.709514289074444,0.997066394867171,0.850020254289336
"PGM5",0.22039280254028,0.77960719745972,0.408176199249938,0.963097991558535,0.033053693467665
"SLIRP",0.220399336182001,0.779600663817999,0.146895866818247,0.534595632913873,0.22311733113803
"LSM12",0.220530009016426,0.779469990983574,0.678479490898637,0.463666418388281,0.788577887542959
"C12orf57",0.220549609941589,0.779450390058411,0.0880865576855228,0.476008467599671,0.891861695872045
"HLA.DMB",0.220686816417735,0.779313183582265,0.0158636820991284,0.819201066290329,0.384158532282724
"CSF1R",0.220752152834947,0.779247847165053,0.0114926757876305,0.467214185842905,0.00560586459680901
"ZNF593",0.220804421968717,0.779195578031283,0.326753956120062,0.134560351248579,0.182667555241941
"HSD17B11",0.220810955610438,0.779189044389562,0.527421694303971,0.631685548891241,0.462274752701661
"BAG1",0.220843623819044,0.779156376180956,0.794510434225829,0.515478197237576,0.614371398330001
"MOAP1",0.220922027519699,0.779077972480301,0.250865707528062,0.358749199628889,0.992799926823213
"APOL3",0.220987363936911,0.779012636063089,0.444627386412639,0.944666588262966,0.767872776928404
"RPS12",0.221052700354123,0.778947299645877,0.315235145765547,0.262351849673971,0.700550132632927
"DOCK2",0.22108536856273,0.77891463143727,0.0729089079671227,0.451435441086153,0.296026239105152
"LSM1",0.221131104054778,0.778868895945222,0.296045840030316,0.868686868686869,0.33742992669254
"BRMS1",0.221320579664694,0.778679420335306,0.335711578919858,0.869536242110628,0.854802880029271
"RAB5C",0.221418584290512,0.778581415709488,0.532511401204804,0.975753655572543,0.545252002561188
"SLC9A7",0.221510055274609,0.778489944725391,0.58577364851621,0.923876540306036,0.954747997438812
"STX10",0.221614593542149,0.778385406457851,0.230454610790963,0.288806565003201,0.906431716910371
"USP13",0.221647261750755,0.778352738249245,0.597403530779986,0.689736955584304,0.355724123511963
"SLC25A19",0.221732199093131,0.778267800906869,0.190351117906098,0.325349223149999,0.664745776000627
"TCF20",0.2217844682269,0.7782155317731,0.473571419237655,0.996609039946685,0.617919165784625
"CPNE4",0.221843271002391,0.778156728997609,0.477896690057104,0.477779084506122,0.809086988905876
"EVA1C",0.221856338285834,0.778143661714166,0.712075476629163,0.863688632770133,0.3013054216159
"EMC3",0.221908607419603,0.778091392580397,0.344381721483921,0.972650175754962,0.55595410770055
"IGFBP6",0.221921674703046,0.778078325296954,0.58876605642453,0.405922092856116,0.663739595175559
"UBE2V2",0.221960876553373,0.778039123446627,0.221875939210997,0.471082101741869,0.733185673030434
"MLX",0.222032746612307,0.777967253387693,0.542795353274008,0.549074182968103,0.195787107818156
"CLP1",0.222065414820913,0.777934585179087,0.321847191187424,0.547205561435833,0.661184941262561
"REST",0.222274491355992,0.777725508644008,0.166529460190521,0.366465430501653,0.317182170998471
"STS",0.222281024997713,0.777718975002287,0.169848550184902,0.436891554614711,0.441478171103009
"SPTSSA",0.222333294131483,0.777666705868517,0.639800331908999,0.568975655650947,0.700948684777921
"RAB7A",0.222405164190416,0.777594835809584,0.454290642518327,0.913612189161995,0.957786140839181
"RNF181",0.222483567891071,0.777516432108929,0.13873534830844,0.931782246788715,0.469651234204921
"TANC2",0.22252930338312,0.77747069661688,0.288492950200583,0.979321023952331,0.302736289152848
"EID3",0.222673043500987,0.777326956499013,0.570707070707071,0.746390162949025,0.66818247154599
"ZNF511",0.222699178067871,0.777300821932129,0.354384726959112,0.754446143191292,0.884008258523136
"FSTL4",0.222738379918199,0.777261620081801,0.152122780195225,0.877311275758882,0.377043396448312
"SH3TC2",0.222836384544017,0.777163615455983,0.688031675095064,0.568550968939067,0.00710860219269016
"ADCY2",0.222875586394344,0.777124413605656,0.806153383773047,0.987573013446235,0.775909156245508
"LBH",0.222914788244672,0.777085211755328,0.221072301279287,0.89659205247821,0.0660224495929541
"EIF1B",0.223019326512211,0.776980673487789,0.880872110496949,0.749983665895697,0.974113711500516
"SHANK2",0.223038927437375,0.776961072562625,0.149430919806081,0.865152168515687,0.802919231121042
"GBA",0.22306506200426,0.77693493799574,0.49038247938636,0.942948240490284,0.697799469468292
"ZNF700",0.223254537614175,0.776745462385825,0.846590092385694,0.68079240006795,0.709710298326081
"PROS1",0.223313340389666,0.776686659610334,0.475413906203039,0.991035843558483,0.507350346936375
"LRRTM4",0.223444013224091,0.776555986775909,0.460425732094555,0.626327962679838,0.727370731898546
"PCDHB18P",0.223528950566467,0.776471049433533,0.193395794948188,0.80937446914161,0.116906451317836
"NXT1",0.223594286983679,0.776405713016321,0.361552131927294,0.177166228912671,0.305081866530767
"NDUFB4",0.223613887908843,0.776386112091157,0.298822637761836,0.150443634272871,0.318626105818861
"UGCG",0.22365308975917,0.77634691024083,0.464267513426634,0.735067361846146,0.592372626654645
"RASD1",0.223672690684334,0.776327309315666,0.748147712572033,0.870653494844957,0.145020711644256
"RACGAP1",0.223744560743267,0.776255439256733,0.50603708495041,0.916754870829903,0.57684869392502
"DUS2",0.223751094384988,0.776248905615012,0.49529577796072,0.876847387196676,0.666379186430933
"R3HDM1",0.2238164308022,0.7761835691978,0.179799286526324,0.65204437649457,0.556084780534975
"GOLGA1",0.22392096906974,0.77607903093026,0.692592157016478,0.722000078403701,0.440583062187202
"PTPN1",0.223953637278346,0.776046362721654,0.631293530387968,0.59999085290159,0.730944633920054
"EPHX2",0.223999372770395,0.776000627229605,0.288081330772146,0.749650450167915,0.389346243809374
"PLPP2",0.22413657924654,0.77586342075346,0.33245782534269,0.881257595358501,0.0269382048166007
"EFTUD2",0.224384857631947,0.775615142368053,0.713970232728318,0.947312713160061,0.823421798842239
"NOM1",0.224482862257765,0.775517137742235,0.624603081265436,0.949684425104865,0.315372352241692
"MRPS25",0.224489395899486,0.775510604100514,0.664490963973499,0.807427443908686,0.761286866073412
"RNF38",0.224659270584238,0.775340729415762,0.278855828661779,0.919433663935604,0.898839625230311
"NCOA5",0.224685405151123,0.775314594848877,0.35768421602833,0.903654919178852,0.717047577979014
"PHLPP2",0.224757275210057,0.775242724789943,0.521489147621101,0.862499509976871,0.537098017693102
"LRRC37A4P",0.224940217178251,0.775059782821749,0.0127732695649901,0.714767337018307,0.00789263919923688
"MAP7D3",0.22504475544579,0.77495524455421,0.592927986200949,0.526101898676284,0.0817423915742156
"ABHD2",0.225175428280215,0.774824571719785,0.54104433729272,0.907431364093719,0.90289701673919
"ATP6V0B",0.225240764697427,0.774759235302573,0.268905092320358,0.195473493015537,0.183765207051106
"SENP3",0.225266899264312,0.774733100735688,0.459968377174069,0.858938675238805,0.774608961542985
"MSL2",0.225377971173573,0.774622028826427,0.463529211912136,0.739849987586081,0.440955479765312
"SPATA5",0.225423706665621,0.774576293334379,0.605635919348727,0.849046741672874,0.47418558155945
"ARHGAP26",0.225462908515949,0.774537091484051,0.348380310217309,0.84742639852601,0.238628196584212
"KIAA1524",0.225528244933161,0.774471755066839,0.348595920394109,0.23327061037281,0.268513073817084
"GON7",0.225658917767585,0.774341082232415,0.504286068969122,0.803317783266037,0.823872620121003
"HCG18",0.225887595227828,0.774112404772172,0.391802893096554,0.602643511440407,0.699609288225071
"JMJD8",0.225979066211925,0.774020933788075,0.482143557175899,0.932200399858873,0.716845035085656
"ZNF880",0.226024801703974,0.773975198296026,0.469298417551975,0.843512747134998,0.39076404406288
"XKR6.1",0.226031335345695,0.773968664654305,0.237615482117423,0.876331229500699,0.320494727351131
"SPTBN1",0.226162008180119,0.773837991819881,0.625955545101729,0.801181282423197,0.772086975838593
"HTRA1",0.226260012805938,0.773739987194062,0.535105256968129,0.771035059521476,0.785899094437257
"BAD",0.226351483790035,0.773648516209965,0.185614227658212,0.181615638924824,0.106210879820194
"CALN1",0.226508291191344,0.773491708808656,0.378657205953454,0.785043187371777,0.997772028173063
"SAMD13",0.22654095939995,0.77345904060005,0.589817972741647,0.851065636964731,0.910018686215323
"SLFN11",0.226547493041672,0.773452506958328,0.44036091836868,0.378546134044194,0.778888496870386
"PPT2",0.226573627608556,0.773426372391444,0.402485397310753,0.0270492767258614,0.368569263135887
"LRRC7",0.226821905993963,0.773178094006037,0.182791694434644,0.461823931422896,0.783592718909666
"FLJ37035",0.226841506919127,0.773158493080873,0.882668861970285,0.475622982738119,0.213369137689966
"BPTF",0.226854574202569,0.773145425797431,0.305402014975107,0.587400525304794,0.140826113659231
"MGMT",0.226919910619781,0.773080089380219,0.465097285925229,0.786055901838567,0.534406157303958
"EIF4H",0.226991780678715,0.773008219321285,0.578475570713604,0.136736053941746,0.444731924680178
"TNFRSF1B",0.227070184379369,0.772929815620631,0.0861068642439923,0.603257673762202,0.103832634233669
"SPACA9",0.227109386229697,0.772890613770303,0.873227749683118,0.814803925411946,0.73134971970677
"SMPX",0.22712898715486,0.77287101284514,0.0574568452964314,0.588354436996093,0.812288473349275
